"Município";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"260110 Araripina";-;-;-;3;2;-;1;-;-;-;3;-;1;1;2;-;-;2;3;1;-;3;1;1;2;1;1;3;-;1;-;-;-;-;1;1;-;1;1;3;-;-;1;-;1;3;2;1;2;1;1;1;2;1;-;2;4;3;1;2;2;3;-;1;-;-;1;6;-;1;-;-;1;-;1;1;1;1;1;3;1;2;-;-;-;-;-;-;-;2;-;-;-;2;1;1;-;-;1;-;1;1;-;1;-;1;-;-;3;-;-;-;2;-;-;-;2;2;3;1;-;-;-;-;1;1;-;-;3;-;1;2;-;-;-;1;1;-;-;-;-;-;-;2;-;1;1;2;2;-;-;-;-;2;1;138
"260120 Arcoverde";-;-;2;1;5;8;3;4;-;1;1;1;1;1;2;1;-;1;1;-;2;1;2;1;-;1;1;1;-;2;2;-;1;2;1;1;1;-;-;2;-;-;1;5;3;2;1;-;1;2;-;-;1;1;2;1;1;-;1;2;1;-;-;1;-;1;-;-;-;1;-;1;-;1;1;1;1;-;-;1;-;1;-;-;2;2;1;1;-;-;1;2;2;-;-;2;-;1;-;3;1;-;1;1;1;-;2;-;-;1;2;-;1;1;1;-;2;-;2;-;-;-;1;3;1;1;1;1;1;-;4;1;-;-;-;-;-;1;2;2;-;2;-;2;-;2;-;1;-;-;1;-;-;-;-;149
"260130 Barra de Guabiraba";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"260140 Barreiros";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;-;-;-;-;-;1;-;-;2;-;1;-;-;1;1;1;-;-;1;2;2;-;-;1;2;1;1;2;1;2;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;1;1;2;-;-;1;2;-;-;-;-;2;2;-;-;1;1;-;-;-;-;-;-;2;1;1;1;1;-;1;1;1;1;-;-;-;-;-;-;-;-;63
"260150 Belém de Maria";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;2;1;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"260160 Belém do São Francisco";-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;1;-;-;1;1;1;-;1;-;-;-;-;-;1;1;1;1;-;-;1;2;-;1;1;-;-;1;-;1;-;-;-;1;3;-;1;-;-;-;-;2;1;-;-;2;1;1;1;1;-;-;1;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;2;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;54
"260170 Belo Jardim";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;1;1;-;1;-;-;2;1;-;1;-;1;1;3;1;1;2;3;2;-;2;2;2;3;-;2;-;2;1;3;-;-;-;4;4;3;2;-;-;1;-;1;-;1;-;2;-;-;1;2;1;-;3;-;-;-;-;1;1;1;1;-;-;1;-;-;-;2;-;-;1;-;-;-;5;1;2;1;1;-;1;1;-;1;1;1;103
"260180 Betânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;2;1;-;1;21
"260190 Bezerros";-;-;1;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;1;2;3;-;2;2;-;-;-;-;-;-;1;2;1;-;4;1;-;2;-;2;-;1;-;1;-;2;2;-;-;1;-;-;1;-;1;2;1;-;-;1;1;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;67
"260200 Bodocó";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;2;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;23
"260210 Bom Conselho";-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;-;1;1;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;-;-;-;37
"260220 Bom Jardim";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;1;-;1;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"260230 Bonito";-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;1;1;3;1;-;2;2;-;1;-;-;-;1;-;-;1;-;-;-;2;-;1;3;1;-;-;-;-;1;-;2;1;-;-;1;1;-;-;1;2;1;-;1;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;-;2;1;1;1;-;-;-;1;2;-;-;1;1;-;-;-;-;-;64
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;9
"260250 Brejinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3;2;-;1;1;1;1;1;2;1;-;-;22
"260260 Brejo da Madre de Deus";-;-;-;-;-;-;1;1;1;-;-;1;-;1;-;2;-;-;-;1;1;-;1;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;2;-;-;1;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;2;-;-;1;1;-;1;1;2;1;2;-;-;-;-;2;2;3;-;-;1;1;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;68
"260270 Buenos Aires";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"260280 Buíque";-;-;2;2;5;2;-;3;-;2;1;-;-;2;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;1;1;-;2;3;3;-;-;1;-;-;-;-;2;2;2;-;2;1;-;2;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;1;2;1;1;-;-;1;-;-;-;-;-;2;-;-;-;2;1;1;1;-;1;1;1;2;-;1;3;1;2;-;1;1;-;-;-;-;-;2;1;1;2;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;2;1;-;-;1;2;-;-;1;-;-;-;1;1;-;1;-;1;-;-;-;-;1;103
"260290 Cabo de Santo Agostinho";-;-;-;-;4;3;-;3;4;1;-;1;2;4;1;2;-;5;-;4;2;4;2;3;2;1;1;4;1;2;2;3;1;-;3;7;4;8;10;14;5;9;8;10;13;16;20;12;9;8;11;10;12;13;7;5;8;6;11;4;11;11;12;6;9;10;1;4;3;4;3;3;3;11;7;11;7;2;14;10;13;8;11;15;6;16;7;4;5;5;10;4;10;6;4;10;11;3;2;3;11;5;11;6;5;11;6;8;6;8;5;2;3;1;1;4;2;7;8;9;9;8;6;4;1;-;9;5;10;2;1;4;3;3;1;1;3;1;2;5;2;3;4;4;7;4;1;2;4;1;4;2;7;4;4;850
"260300 Cabrobó";-;-;-;-;1;1;1;1;3;1;-;1;3;2;-;2;2;-;1;3;-;3;1;1;-;-;-;1;1;1;-;-;-;2;-;-;-;-;-;-;1;1;1;1;2;-;-;1;-;-;1;-;1;2;-;3;1;-;-;2;1;1;4;1;1;1;1;2;-;-;1;1;2;-;-;-;-;2;1;-;2;-;-;-;-;-;2;1;-;-;-;2;-;-;1;1;-;-;-;3;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;92
"260310 Cachoeirinha";-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;32
"260320 Caetés";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;2;-;-;28
"260330 Calçado";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"260340 Calumbi";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;15
"260345 Camaragibe";2;-;1;1;2;5;12;18;4;9;7;9;3;5;6;4;9;9;5;7;9;15;2;8;3;6;2;2;7;8;11;7;9;7;8;4;4;6;2;11;7;5;10;15;7;16;8;8;2;18;6;5;7;5;3;6;7;4;4;4;-;8;4;6;7;4;-;7;1;1;6;6;8;15;7;5;2;14;2;4;3;9;5;7;8;1;1;2;2;3;1;1;1;2;2;3;-;1;1;2;1;3;1;3;3;2;-;1;-;-;1;-;-;2;3;5;-;1;1;1;2;2;1;1;3;1;2;3;1;2;4;1;-;1;3;2;2;1;2;2;2;3;1;2;6;-;-;-;1;-;1;2;-;2;1;643
"260350 Camocim de São Félix";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;-;-;-;1;-;-;1;-;-;26
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;10
"260370 Canhotinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;23
"260380 Capoeiras";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"260390 Carnaíba";-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;2;-;-;-;-;1;1;3;4;3;-;-;-;-;1;1;-;-;-;3;-;1;-;1;-;-;-;1;1;-;-;-;1;-;2;1;1;-;-;-;-;1;-;2;-;-;3;-;-;2;-;-;3;1;-;2;1;-;-;-;-;3;-;-;-;-;-;1;-;2;1;-;1;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;1;1;1;1;1;1;-;-;1;3;1;1;1;2;5;6;2;2;2;4;1;1;108
"260392 Carnaubeira da Penha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;2;1;1;-;-;-;-;2;-;-;1;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;33
"260400 Carpina";-;-;-;1;2;-;-;-;-;2;-;1;1;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;3;-;-;-;-;-;2;2;-;1;1;-;-;1;2;2;-;1;2;1;-;-;1;1;-;1;-;-;1;1;-;-;1;-;1;2;2;-;-;1;1;-;1;-;-;-;-;-;1;-;1;-;-;2;-;-;-;2;-;2;-;-;-;-;-;1;1;2;-;1;-;2;-;-;-;-;-;-;1;1;1;-;1;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;73
"260410 Caruaru";-;-;1;2;-;4;3;12;9;7;5;4;8;8;8;4;3;2;6;7;6;10;8;5;8;4;7;5;1;2;1;2;4;8;2;3;3;6;2;7;9;2;-;5;3;3;7;8;5;2;3;-;6;4;8;2;2;6;2;8;5;3;3;3;3;6;4;1;6;7;8;4;7;8;6;4;2;3;6;9;9;4;3;4;4;4;4;2;3;3;5;6;6;5;9;6;10;12;6;9;12;10;10;16;16;10;8;7;3;4;5;4;7;5;9;11;13;2;10;10;10;3;5;5;5;5;6;5;5;5;8;8;13;4;9;2;6;4;7;13;11;14;3;5;13;7;6;11;11;6;6;13;13;7;11;921
"260415 Casinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"260420 Catende";-;-;-;-;-;1;1;1;-;-;-;1;1;-;-;3;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;1;-;1;1;1;-;-;-;1;-;-;1;-;-;-;1;-;-;2;1;-;-;1;-;1;-;2;-;-;1;-;1;1;-;2;-;-;3;-;1;1;-;2;-;-;-;-;-;-;1;-;-;1;2;2;1;3;1;-;-;-;2;1;1;-;1;3;1;-;-;-;1;1;1;-;-;-;-;1;-;2;-;-;2;1;1;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;2;2;83
"260430 Cedro";-;-;-;-;1;-;1;1;1;1;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;3;1;1;-;-;-;2;-;1;1;2;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;50
"260440 Chã de Alegria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;1;-;-;1;1;1;-;-;-;-;1;-;-;-;-;2;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;33
"260450 Chã Grande";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;1;1;-;3;2;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;2;-;-;-;-;-;-;-;39
"260460 Condado";-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;37
